trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,frameRate,
,,,,,[24 23 42 13 14 31 41 32 22 33 11 44 21 34 12 43],"['Social' 'Location' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Social' 'Location'
 'Social' 'Location']",space,0.5705570509890094,,,,,,
