count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,story_presses.keys,participant,session,date,expName,frameRate,
0,"Lana walked into lecture holding hands with her boyfriend Aaron, who was consciously trying not to hyperventilate and give away his plan to propose to Lana during class. ",1,1,0,0,0,0,0,0,0,0,,,,,,[24 11 41 13 22 34 43 32 23 42 31 21 44 33 12 14],"['Social' 'Social' 'Location' 'Location' 'Location' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location' 'Social']",None,,001,2019_Jan_22_1357,body_behavioural,60.09387217021145,
0,,,,0,0,0,0,,,,,,,,,,,,,,001,2019_Jan_22_1357,body_behavioural,60.09387217021145,
