count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,[14 32 21 42 33 11 24 43 22 41 13 23 31 34 12 44],"['Social' 'Social' 'Social' 'Location' 'Location' 'Location' 'Location'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Location']",[22 41 13 23 31 34 12 44],"['Location' 'Social' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Location']",space,0.30331557499812334,space,0.40277012499791454,space,0.36927645500327344,,,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"Maria walked into lecture beside Henry, and she was mentally rehearsing what she should say to break up with him.",1,1,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,1,1.0699056930025108,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"She had been putting it off with a growing sense of dread, and now this lecture was the last chance before she had to leave campus. ",1,1,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0.5837991320004221,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"The lecture hall was large, with a stage for the lecturer in the front of the room, and tiered seats that stretched up in 15 stacked rows. ",1,1,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,1,0.21671569099999033,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"The clock struck 3 pm, and Maria and Henry slid into neighboring seats near the back of the room.",1,1,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,9,0.11966511300124694,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"“Good afternoon, everybody,” said the professor, fiddling to connect his laptop with the projector.",2,1,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,1,0.25302685299902805,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,“Welcome to week 4 of Intro to Ancient Philosophy. ,2,1,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,9,0.20268875299734646,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,Today we are going to continue our lecture on Aristotelian Philosophy.”,2,1,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,1,0.2363784469998791,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,Everyone in class pulled out their notebooks and settled in their seats as the slides appeared on the large front screens.,2,1,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,9,0.0837052599999879,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"“Henry,” Maria whispered.",2,1,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,1,0.3199230729987903,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"“Hmm?” he replied, distracted.",2,1,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,9,0.0867602469988924,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"“Henry, I need to tell you something really important, and I don’t know when else I’ll have a chance to do it,” she said.",2,1,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,1,0.2674289630012936,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"“Okay, what's up?”, he said, tilting his head close to her. ",2,1,,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,9,0.08641871500003617,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0," “Henry, I don’t think I can do long distance.",2,2,,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,1,0.3858898699982092,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
0,"I think what we have here is great, but I think it will be really hard when we are so far apart for such an extended period.",2,2,,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,9,0.07027743500293582,,,,',001,2019_Feb_28_1357,body_behavioural,3.0.4,59.96777164080944,
