count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,frameRate,
0,"Thomas got to Annika’s Finer Diner early, dreading the conversation he was about to have.",1,1,None,None,0,0,0,0,0,0,0,0,,,,,,[11 24 33 34 41 12 42 23 21 22 32 44 14 43 31 13],"['Social' 'Location' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Location' 'Location' 'Social' 'Social'
 'Social' 'Location']",space,1.039347924059257,1,9.637892815982923,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0,The restaurant had a kitschy charm and was reminiscent of a diner from the 70’s. ,1,1,None,None,0,0,0,0,0,1,1,1,,,,,,,,,,9,2.708009521011263,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0,"A bell chimed as the door swung open, and Sadie entered to find him deep in thought on a bench by the door.",1,1,None,None,0,0,0,0,0,2,2,2,,,,,,,,,,9,2.5520038810791448,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0, Thomas jumped up and gave her a side hug. ,1,1,None,None,0,0,0,0,0,3,3,3,,,,,,,,,,9,1.4674312470015138,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0,“How was your day?” he asked.,1,1,None,None,0,0,0,0,0,4,4,4,,,,,,,,,,9,1.4682278080144897,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0,"She clung onto him, “It was okay. I missed you today.”",1,1,None,None,0,0,0,0,0,5,5,5,,,,,,,,,,None,,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
1,"Lana walked into lecture holding hands with her boyfriend Aaron, who was consciously trying not to hyperventilate and give away his plan to propose to Lana during class. ",1,1,,,0,1,1,1,0,0,0,0,,,,,,,,None,,None,,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
1,,,,,,0,1,1,1,,,,,,,,,,,,,,,,116,001,2019_Jan_22_1603,body_behavioural,60.34685331112133,
