count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,frameRate,
0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,[42 24 23 31 13 32 14 41 44 34 33 12 43 21 22 11],"['Location' 'Location' 'Social' 'Location' 'Location' 'Social' 'Social'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Social' 'Social'
 'Location' 'Location']",[44 34 33 12 43 21 22 11],"['Location' 'Social' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Location']",space,0.370215131000009,space,0.2841562129999602,space,0.6514255970000704,,,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,David saw Anna for the first time when she burst into the airport with her bag skidding behind her half-zipped. ,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,1,1.9853838840000435,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"He had three hours until his flight, but she clearly had less than one.",1,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,1,3.7851552500000025,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Anna’s yoga class had ran over, and afterwards, she, forgetting the time, had lingered to talk with friends. ",1,1,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,9,0.05093591999991531,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Despite Anna's frazzled state, David was instantly intrigued by her.",1,1,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,9,0.18446053599996048,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"He thought she was beautiful, and she reminded him of one of his favorite paintings.",1,1,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,9,0.12512790100004167,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Anna, a few strides into the airport, suddenly realized her shoes were untied, so she hunched over to tie them.",1,1,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,9,0.10178167800006577,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,David observed that someone with a tall cart of luggage was heading straight for where Anna was kneeling. ,1,1,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,1,0.00033392600005299755,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,Both Anna and the person driving the cart were oblivious to the impending collision. ,1,1,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,9,0.051384772000005796,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"David had to intervene, and he ran in front of the cart pushing her out of the way just in the nick of time, and they tumbled on the airport floor. ",1,2,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,1,0.001602069999989908,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
