count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,frameRate,
0,"Anna, bewildered, looked up and saw the cart pass by and then looked over at David. ",1,2,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,9,0.1524349279999342,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,He gave a smile back.,1,2,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,1,0.03492121400006454,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“You alright?”, he said.",1,2,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,9,0.034307898000065506,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"She whispered, “Uh yeah.",1,2,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,1,0.05251648299997669,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,I almost got smooshed by that cart.”,1,2,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,9,0.051803662999986955,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,Her head was still spinning as she stared at the handsome stranger who had saved her. ,1,2,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,1,0.05368142899999384,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,David helped her up and had to keep holding on to her arms to steady her even once they were standing.,1,2,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,9,0.10249817400006123,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“I’m really late for my flight,” she said. ",1,2,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,9,0.13238694699998632,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“Don't worry,” said David, "let me help you get to your gate." ",1,2,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,1,0.05248233299994354,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,He waved off her half-hearted protests. ,1,2,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,9,0.0016280209999877115,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“Really , I have plenty of time and nothing better to do.”",1,2,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,9,0.10060524800007897,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,They headed to the security line. ,2,2,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,1,0.0018726079999851208,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"The line was not long, and they spent the time chatting and getting to know each other.",2,2,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,9,0.035226593999936995,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,It turned out that Anna and David went to the same high school but Anna had been 3 years older.,2,2,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,9,0.10127251700009765,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,When they got to the front of the line they took off their shoes and pulled off their coats.,2,3,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,9,0.08493072100009158,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,Both of them went through the metal detector without any problems. ,2,3,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,1,0.06828977400004987,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Anna’s flight was in 20 minutes, and as she was rushing to put her shoes and coat back on, David asked her, “So when are you coming back?”",2,3,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,1,0.10145882799997707,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“In a week, it’s a short trip,” Anna replied. ",2,3,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,9,0.0016637789999549568,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"“Me too,” David said.",2,3,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,1,0.1357025900000508,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"He continued, “When we're back in town, is there any chance you'd want to get dinner?",2,3,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,9,0.10063442299997405,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"I know we just met, but when life throws a luggage cart at you it seems like we should listen. “",2,3,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,9,0.10177070100007768,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"She stopped packing, and said with a smile, “Yes I would love that.”",2,3,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,9,0.11830647299996144,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,Then they ran off to Anna’s gate which was at the end of the terminal. ,3,3,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,9,0.09148028099991734,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"David took put on her backpack, grabbed her hand, and navigated quickly through the crowds of people.",3,3,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,1,0.035056084999951054,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,Anna was amazed at everything that was happening; she had arrived at the airport doubtful that she would make it and was now confident that she would due to this handsome and kind man she just met.,3,3,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,9,0.134213999999929,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"As they approached her gate, Anna fished out a crumbled business card from her pocket and handed it to David, who handed her the backpack, and he promised to call her next week.",3,4,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,9,0.06736954799998784,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,She gave him one last embarrassed smile and approached the flight attendant who scanned her ticket. ,3,4,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,9,0.10212959099999352,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Finally, she boarded the plane, sliding into her window seat located all the way in the back of the plane.",4,4,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,1,0.0016710740000007718,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"Barely containing her glee, she ignored the grumbles of complaint as she squeezed past the other passengers in her row and settled back in her seat. ",4,4,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,9,0.03499466600010237,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,"She was thankful that she had not only made it onto the plane in time, but also that she had been clumsy enough to forget to tie her shoes.",4,4,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,9,0.11841564200005905,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,orange,001,2019_Feb_08_1656,body_behavioural,60.03525450250538,
