count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,"“Oh yeah, for sure,” he said, unconvincingly. ",2,1,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,9,0.10298646000046574,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"She chuckled, “Alright, whatever you say.” ",2,1,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,9,0.11969623699951626,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"She was mulling over the different cans of cranberry sauce, and Alex knew she would be a while.",2,1,,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,1,0.0015280620000339695,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,He turned his back to her and pulled out the ring.,2,2,,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,9,0.03635514200050238,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,He had been saving up for this for a while. ,2,2,,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,1,0.03635856300024898,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,The ring had three large diamonds with smaller ones encircling each one: all of them sparkled in the light streaming in from the windows. ,2,2,,,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,9,0.13629191500058369,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“Alex?”, Chloe said suspiciously. ",2,2,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,9,0.10342138000032719,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,He closed the box and whipped around. “Yes?”,2,2,,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,9,0.11981298199953017,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,“Do we need anything else?”,2,2,,,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,9,0.10307729299984203,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“Yeah I don’t know, honey.” ",2,2,,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,9,0.10285697699964658,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,They went to the checkout and waited in a long line.,3,2,,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,1,0.0036838120004176744,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Alex was staring intensely off into the distance. ,3,2,,,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,1,0.16954624699974374,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Chloe was watching him trying to decide whether he looked scared or confused. ,3,2,,,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,9,0.003238354999666626,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Alex looked over at their friends who were waiting by the entrance of the grocery store.,3,2,,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,9,0.08645539500048471,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,They got the message and walked over slowly. ,3,2,,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,9,0.11972136799977307,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“Honey,” he said to get her attention, “Look, Chloe, I love you so much and I want to be with you forever, I can’t imagine a day without you.”",3,2,,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,1,0.01960154500011413,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“Awww, Alex, me too.”",3,2,,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,9,0.036414932000297995,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"Alex got down on one knee, and Chloe gasped. ",3,3,,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,1,1459.9514285620007,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“I am serious, Chloe. Will you marry me?”",3,3,,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,9,1.269752893000259,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"The people in line around them realized what was happening, stepped back, and started taking pictures.",3,3,,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,1,750.2621012849995,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Their friends were no longer trying to hide and were videotaping and taking pictures too. ,3,3,,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,9,1.3837858280003275,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Chloe looked around and laughed. ,3,3,,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,1,898.9453786350005,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“Yes!” she shouted, and jumped to embrace Alex in a hug. ",3,4,,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,1,0.8861162770008377,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Everyone in line clapped and cheered. ,3,4,,,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,9,0.13609938199988392,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"Alex put the ring on Chloe’s finger, who was nearly spinning in excitement.",3,4,,,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,1,0.02033742200001143,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"“I love it, oh my gosh, it’s so glittery!",3,4,,,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,9,0.036304322000432876,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Look at this!” she said as she shoved her hand in a stranger’s face.,3,4,,,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,9,0.08399233700038167,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,Her friends came over and hugged them.,3,4,,,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,9,0.10063465500024904,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,The other people let them move up to the front of the checkout line. ,3,4,,,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,1,0.0031489819994021673,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,The cashier congratulated them and scanned their cranberry sauce. ,4,4,,,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,1,0.15309500500006834,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,The total came to $4 and Chloe paid in cash while getting distracted and staring at the ring as she pulled out the bills.,4,4,,,0,0,0,0,,,,,0,39,39,39,,,,,,,,,,,,,9,0.10320934700030193,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,"Alex grabbed the cans, and they walked out with their friends bunched around them. ",4,4,,,0,0,0,0,,,,,0,40,40,40,,,,,,,,,,,,,9,0.10294066200003726,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.7530641550001747,,,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,space,0.5023294040001929,space,0.3527265399989119,space,0.9197375470012048,,,,,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,space,12.353896619999432,,,,,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Alvira and Senna walked into the restaurant hand in sweaty hand with quite different expectations: Senna was going to propose tonight, and Alvira had no idea.",1,1,None,None,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,space,0.58629873999962,1,0.5527630399992631,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"He took a deep breath, trying to calm his nerves as worst case scenarios ran through his mind. ",1,1,None,None,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,9,0.0030718699999852106,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,The entrance of the restaurant was dazzling; chandeliers spread their warm light onto the delicate place settings of all the tables filled with guests dressed to the nines. ,1,1,None,None,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,9,0.06956399699993199,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Through the floor-to-ceiling arched windows of the back wall, they saw the sun setting onto the Pacific ocean.",1,1,None,None,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,9,0.12256464999882155,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"This was surely one of the best restaurants on the west coast, situated right on the beach.",1,1,None,None,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,9,0.08398911999938719,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Senna gave his name to the host, who quickly located their reservation with an almost comically wide customer-service smile.",1,1,7.0,None,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,9,0.06976286000099208,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,He led them to a table right by the window.,2,1,None,None,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,1,0.03634371199950692,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"He brought out some very small menus, with a short list of the celebrity chef's carefully selected daily dishes written in a loopy, cursive font unadorned by any mention of prices.",2,1,None,9.0,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,9,0.037225076999675366,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,Senna slipped off to the bathroom to check to make sure the ring was in order.,2,2,None,None,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,1,0.053018869999505114,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"The ring contained a canary diamond that had been in his grandmother’s wedding ring, and it was a brilliant stone that was accentuated by the small white diamonds encircling it.",2,2,None,None,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,,,,9,0.11976418500125874,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"He walked back to the table after handing the small, velvet box to a waiter at the front podium.",2,2,6.0,None,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,,,,1,2.753191395000613,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,He came back just as their waiter was approaching the table to get their order.,3,2,None,None,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,1,0.30294199799936905,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Senna ordered the oysters with garlic-parmesan sauce, and Alvira ordered the sauteed sea scallops with caramelized apples. ",3,2,None,None,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,1,0.43684734999987995,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"“Excellent choices,” the waiter said with a subsequent brisk spin away from the table.",3,2,None,None,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,9,0.12024616199960292,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"“What a beautiful place, Senna. ",3,2,None,None,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,9,0.13581019499906688,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Really this is too much just to celebrate the first tomatoes I grew in the garden, like, this is absurd,” Alvira said.",3,2,None,None,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,9,0.11981548999938241,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Senna laughed and said, “No, those were really the best tomatoes I’ve ever had. ",3,2,None,None,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,9,0.13638492000063707,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,We had to celebrate.” ,3,2,None,None,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,1,0.01925614199899428,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"They talked and laughed as the sun sank below the horizon, and the glow from the ocean was replaced by the glow from the chandeliers.",3,2,8.0,None,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,9,0.06980638499953784,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"The waiter eventually returned with their meals, and everything was even more delicious than they had expected, especially the oysters, which Senna said tasted like the ocean. ",4,2,None,None,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,1,0.052988650000770576,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,Then he paused and looked at Alvira meaningfully. ,4,2,None,None,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,9,0.0031804049995116657,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1, “It’s really been the best three years of my life with you.,4,2,None,None,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,1,0.1032048319993919,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"I couldn’t imagine it any other way, and I don’t want to.",4,2,None,None,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,9,0.15310492500066175,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"I really want to spend the rest of my years eating garden tomatoes, whatever it is, with you.” ",4,2,None,None,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,,,,9,0.0859880650004925,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Alvira smiled, “I want the same with you too, Senna.” ",4,2,None,17.0,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,,,,9,0.1362798299996939,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"Senna nodded at the waiter who had been watching attentively, and he quickly strode over to place a small, elegant cake topped with the ring in front of Alvira. ",4,3,None,None,0,1,1,1,,,,,0,25,25,25,,,,,,,,,,,,,1,0.036389055001563975,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,Her eyes widened in shock when she realized what she was looking at.,4,3,None,None,0,1,1,1,,,,,0,26,26,26,,,,,,,,,,,,,9,0.037002971999754664,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"“Alvira, will you marry me? ",4,3,None,None,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,,,,9,0.11970912799915823,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"I love you, and I will never stop loving you.” ",4,3,None,None,0,1,1,1,,,,,0,28,28,28,,,,,,,,,,,,,9,0.13635506999889913,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,Alvira started to cry.,4,3,None,None,0,1,1,1,,,,,0,29,29,29,,,,,,,,,,,,,9,0.13402317500003846,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"The room became silent, and everyone turned to their table. ",4,3,None,5.0,0,1,1,1,,,,,0,30,30,30,,,,,,,,,,,,,1,0.0530790299999353,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"“Yes, of course, yes!” she shouted as she wiped away tears.",4,4,None,None,0,1,1,1,,,,,0,31,31,31,,,,,,,,,,,,,9,0.05064546500034339,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,The neighboring tables exploded in applause.,4,4,None,None,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,,,,9,0.13634613700014597,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,The waiter returned with a bottle of champagne and popped it. ,4,4,None,None,0,1,1,1,,,,,0,33,33,33,,,,,,,,,,,,,9,0.15362993700000516,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"All of this went unnoticed by Senna and Alvira as they looked into each others’ eyes, and he slipped the ring onto her finger. ",4,4,None,None,0,1,1,1,,,,,0,34,34,34,,,,,,,,,,,,,1,0.03621784999995725,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,"She held up her hand to admire it, and her glittering tears of joy matched the shine from her ring.   
",4,4,17.0,5.0,0,1,1,1,,,,,0,35,35,35,,,,,,,,,,,,,9,0.019435240001257625,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
1,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,space,0.6197825870003726,,,ALEX1,001,2019_Feb_20_1234,body_behavioural,3.0.4,60.01135174732327,
,,,,,,,,,,,,,,,,,,,,,,space,0.736419984999884,space,1.036577908000254,,,,,,,,,,,,,
