count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,"Calvin didn't slow his pace, gritting his teeth and staring straight ahead. ",3,2,,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03627004999998462,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,He was very frustrated that he had been trying to appease Jessie this whole time and this was how she responded. ,3,2,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.019970141999920088,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,The silence was punctuated only by the rapid rhythmic clacking of their suitcase wheels over the tile floor as they continued power-walking through the terminal. ,3,2,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08634373500012771,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"“Well?” Jessie said, and Calvin finally turned to her.",3,2,,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.15064178200009337,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"“Well, Jessie, this makes perfect sense. ",3,3,,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.11963560999993206,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"If you feel this way, then I don’t want to keep boring you, and I agree, let’s part ways once we make it back.",3,3,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.020221142000082182,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,You should’ve spoken up about my apparent intolerability before you decided to plan this vacation.”,3,3,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.052765730000146505,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"He was clearly hurt, but thought it was pointless to argue. ",3,3,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03635549300020102,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"They finally made it to the gate, just as they heard the final call for passengers boarding their flight.",3,3,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.05050303999996686,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"They scanned their tickets, and the annoyed flight attendant shooed them onto the jet bridge and then closed the door behind them.",4,3,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05299491000005219,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"Luckily, they had forgotten to arrange seats next to each other on the flight back.",4,3,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.16957421000006434,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"They both had first-class tickets, but Jessie was headed for seat 1B while Calvin's seat was 4F. ",4,3,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.153360967000026,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,"Before Jessie sat down, she took a deep breath and then awkwardly shook Calvin’s hand, mumbling, “Well, have a nice flight.” ",4,4,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.10288430500008872,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,He laughed in disbelief and walked to his window seat three rows back to get ready for takeoff.,4,4,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.019549851999954626,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,Both were upset but glad that they would have this flight to mull things over and recenter. ,4,4,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.06984725200004505,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5528913620000822,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2695534069998757,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,0.35338334500011115,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,0.20259582499988937,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,There is no time limit for your responses. ,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,0.15268175799997152,,,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.1509087649999401,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.7362088479999329,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
2,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,1.7863457050000306,,,,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,The next part of the task is to answer 8 questions about each story.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,space,0.43364814000005936,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,Some of the questions are not related to the perspective you were asked to assume.,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,space,0.517538605000027,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,"We realize that we did not tell you to think of these questions during the story, but do your best to answer them.",,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,space,0.15301869800009626,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,space,0.18613050800013298,,,,,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,space,0.18726441700005125,  ,non-primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,space,0.41972671999997146,,primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,space,0.5362182100000155, ,non-primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,space,0.5533993449998889,,non-primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,space,0.5695352249999814,,primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,space,0.42022647800013146,,primed first,,,,,,,,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,',,,space,0.4673537349999606,',primed first,',',',',',',',,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,;,,,space,1.6364856699999564,;,non-primed first,;,;,;,;,;,;,;,,,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.8032245619999685,alexandra,001,2019_Feb_08_1423,body_behavioural,3.0.3,59.96345766923905,
