count,storyText,locationEvent,socialEvent,story,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,0,0,0,0,0,0,0,0,,,,,[23 31 41 42 32 13 24 14 33 44 11 43 22 34 12 21],"['Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Social' 'Social' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Location' 'Location']",[33 44 11 43 22 34 12 21],"['Social' 'Social' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Location']",space,0.9876423560199328,space,1.752729004016146,space,1.2857680939487182,,,,,,',001,2019_Jun_13_1207,body_behavioural,3.0.4,59.9829410917522,
0,"Alex was a distracted, sweaty mess as he walked into the grocery store with Chloe; he was hoping that she wouldn't suspect that he was about to propose.",1,1,23.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,space,1.9862301060347818,space,2.636701643001288,None,',001,2019_Jun_13_1207,body_behavioural,3.0.4,59.9829410917522,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1207,body_behavioural,3.0.4,59.9829410917522,
