count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,[24 44 43 32 12 31 11 23 41 42 14 13 33 21 22 34],"['Location' 'Social' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Social' 'Location' 'Social' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Location']",space,0.9536913170013577,space,1.551363834994845,16,001,2019_Jan_02_1311,body,59.76795524889328,
,,,,,,,space,0.4517095540650189,,,,,,,,
