count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,0,0,0,0,[11 43 32 33 42 14 21 24 22 12 31 34 13 41 44 23],"['Location' 'Social' 'Social' 'Location' 'Location' 'Social' 'Social'
 'Location' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location' 'Social']",space,0.5214750930026639,space,1.5851847029989585,',001,2019_Feb_05_1201,body_behavioural,60.00313996587074,
