instruct_text,this_pic,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,0,0,0,0,space,0.5837284249992081,',001,2019_Feb_14_1624,part1_subjective_segmentation,3.0.3,60.21749354355295,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,0,1,1,1,space,0.3364889399999811,',001,2019_Feb_14_1624,part1_subjective_segmentation,3.0.3,60.21749354355295,
"First, you’ll be introduced to perspectives of 8 different jobs. ",instructions_photos/i1.png,0,2,2,2,space,1.8030993080010376,',001,2019_Feb_14_1624,part1_subjective_segmentation,3.0.3,60.21749354355295,
