count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,socialAnswer,locationAnswer,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[13 24 34 22 43 11 32 41 44 21 12 33 14 23 31 42],"['Social' 'Location' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Social' 'Location'
 'Location' 'Social']",[44 21 12 33 14 23 31 42],"['Location' 'Social' 'Location' 'Social' 'Social' 'Location' 'Location'
 'Social']",space,18.255281690042466,space,1.718966499029193,space,3.9359137110295705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,The grocery store was not the place Emmanuella and Liam wanted to be at the moment considering that they had been fighting to the point where Emmanuella was thinking of breaking up with Liam.,1,1,13.0,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9203102350002155,space,4.419408703048248,9,16.920908633968793,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,Emmanuella had been thinking of breaking up with Liam for the past 5 months.,1,1,None,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.486952854960691,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"Despite the current tension, they had to go grocery shopping because they were hosting a dinner party for friends that evening and had little at home with which to cook. ",1,1,None,,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.103806639963295,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"The grocery store smelled like lavender upon entering and was dimly lit with pine shelves in the entrance and obscure, organic products displayed on them.",1,1,None,,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.18709946697345,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"In the pasta section, Emmanuella grabbed a few boxes of bow-tie pasta.",2,1,None,,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.119601873040665,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"“I guess we are having a pasta dish tonight,” Liam said.",2,1,None,,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.4698807800305076,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"Emmanuella looked back at him and said, “Well if you were going to actually help cook, I would be fine with something else.”",2,1,None,,,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.904373367957305,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"Liam sighed, and finally said, “You know- you don’t want me to help.",2,1,None,,,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.8198058139532804,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"I try to, but it seems like I always get in the way!” ",2,1,None,,,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.702466062968597,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,Emmanuella shook her head and dropped the pasta boxes in the basket she was holding.,2,1,None,,,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5693589309812523,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0," “Like you even try,” she mumbled to herself. ",2,1,None,,,,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.6036099779885262,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,She continued down the aisle and studied a jar of vodka sauce and a can of olives before putting them in the basket as well. ,2,1,None,,,,,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.303840503038373,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"Emmanuella suddenly wrinkled her eyebrows, turned to Liam, and said, “I want to break up since I’m tired of the constant fighting. ",2,2,None,,,,,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.220174121961463,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"I was going to wait until after this horribly-timed dinner party tonight to talk about this, but I might as well say it now.",2,2,None,,,,,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.8367630969733,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"I feel like when we try to do anything anymore it ends up unpleasant for the stupidest reasons, and I am just past trying to work things out.”",2,2,None,,,,,,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.170353047025856,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,Liam was nodding automatically.,2,2,None,,,,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3201424140133895,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
0,"In the checkout area, there was only one station open, Station 2, but it was not very crowded.",3,2,None,,,,,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.320681264973246,,,,,,,,,,,,,,,,,,,,,,,,,,,,070119_p1,001,2019_Jul_01_1052,body_behavioural,3.0.4,59.998802913488205,
