trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,frameRate,
,,,,,,,,,[11 33 44 23 41 32 22 14 24 12 42 31 21 43 13 34],"['Social' 'Social' 'Social' 'Location' 'Location' 'Location' 'Social'
 'Location' 'Social' 'Location' 'Social' 'Social' 'Location' 'Location'
 'Social' 'Location']",[24 12 42 31 21 43 13 34],"['Social' 'Location' 'Social' 'Social' 'Location' 'Location' 'Social'
 'Location']",space,1.0536563149998983,,,,,,
