count,storyText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,23,0,0,0,0,0,0,0,0,[23 44 12 32 31 11 43 24 34 22 13 41 21 14 33 42],"['Social' 'Social' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Location' 'Social' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Location']",space,38.865057828021236,space,9.872601608047262,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
0,Grocery shopping Proposal,0,0,0,0,0,1,1,1,,,,,space,8.53834344202187,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
0,,0,0,0,0,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
1,44,0,1,1,1,0,0,0,0,,,space,11.45523072197102,space,11.087846526992507,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
1,Attending a Lecture Meet Cute,0,1,1,1,0,1,1,1,,,,,space,6.186535713961348,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
1,,0,1,1,1,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
2,12,0,2,2,2,0,0,0,0,,,space,8.421136848977767,space,8.905076042981818,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
2,Airport Breakup,0,2,2,2,0,1,1,1,,,,,space,6.036482630064711,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
2,,0,2,2,2,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
3,32,0,3,3,3,0,0,0,0,,,space,6.337054061936215,space,7.321882145944983,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
3,Airport Business Deal,0,3,3,3,0,1,1,1,,,,,space,7.336916200001724,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
3,,0,3,3,3,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
4,31,0,4,4,4,0,0,0,0,,,space,13.873104186961427,space,13.806716940016486,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
4,Restaurant Business Deal,0,4,4,4,0,1,1,1,,,,,space,8.255064734024927,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
4,,0,4,4,4,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
5,11,0,5,5,5,0,0,0,0,,,space,6.671076855040155,space,7.086095271049999,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
5,Restaurant- Breakup,0,5,5,5,0,1,1,1,,,,,space,7.103201642050408,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
5,,0,5,5,5,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
6,43,0,6,6,6,0,0,0,0,,,space,5.053248957032338,space,7.08592113701161,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
6,Grocery Shopping Meet Cute,0,6,6,6,0,1,1,1,,,,,space,5.90342653892003,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
6,,0,6,6,6,,,,,,,,,,,16,001,2019_Jan_02_1653,body_updated,59.96391035849019,
