trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,0,0,0,space,0.6394922230000191,',001,2019_Jan_29_2040,untitled,59.62292447308297,
