count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,"Sven and Isabel walked hurriedly from the cab into the Barcelona Airport after an incredible weekend with Isabel’s family, which had wiped away any doubts Sven had had about his decision to propose. ",,0,0,0,0,0,0,0,0,,,,,,,,,[22 41 13 24 32 11 43 34 33 23 31 14 12 44 42 21],"['Location' 'Location' 'Location' 'Social' 'Social' 'Social' 'Social'
 'Location' 'Location' 'Social' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Location']",1,0.6359267269726843,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"They were a little pressed for time, with only a little over an hour until their flight would take off to go back to the US, but they already had their online boarding passes and no checked luggage. ",,0,0,0,0,0,1,1,1,,,,,,,,,,,1,0.10141214495524764,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"When Isabel stopped to rummage through her purse looking for her phone, Sven turned his back to her and took the velvet box out of his backpack, opening it to look at the ring he bought her.",,0,0,0,0,0,2,2,2,,,,,,,,,,,1,0.08509790303651243,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"He had received her parents’ blessing during the trip, and he was almost giddy with excitement. ",,0,0,0,0,0,3,3,3,,,,,,,,,,,1,0.6680459710769355,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"He tilted the ring back and forward, despite having already studied it daily since he had purchased it a few weeks ago. ",,0,0,0,0,0,4,4,4,,,,,,,,,,,1,0.06690860190428793,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"It was a simple design, with a clear, white diamond on a thin silver band.",,0,0,0,0,0,5,5,5,,,,,,,,,,,1,0.08487016893923283,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"“Sven, let’s go! ” Isabel said. ",,0,0,0,0,0,6,6,6,,,,,,,,,,,1,0.06960287503898144,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Sven discretely closed the box, and put it in his pocket.",,0,0,0,0,0,7,7,7,,,,,,,,,,,1,0.08460672700311989,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0," They entered the security line, weaving through the roped walkways to the front. ",,0,0,0,0,0,8,8,8,,,,,,,,,,,1,0.08349198603536934,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"When they were up, Isabel realized her laptop was buried somewhere in her bag. ",,0,0,0,0,0,9,9,9,,,,,,,,,,,1,0.08529487194027752,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,Sven had to hold the growing mound of objects she pulled from her bag until she unearthed the laptop.,,0,0,0,0,0,10,10,10,,,,,,,,,,,1,0.06800611002836376,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"She set it into a bin, and then had to unstrap her heels, and put everything else into the bins.",,0,0,0,0,0,11,11,11,,,,,,,,,,,1,0.08514815394300967,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Finally, she relieved Sven of his holding duties and he hurriedly deposited his own backpack on the belt as the people behind them glared. ",,0,0,0,0,0,12,12,12,,,,,,,,,,,1,0.07465093897189945,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Sven went into the millimeter wave scanner after Isabel, put his hands up, and the metal bars whirled around him.",,0,0,0,0,0,13,13,13,,,,,,,,,,,1,0.08506218693219125,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0," “Sir, please step to the side.",,0,0,0,0,0,14,14,14,,,,,,,,,,,1,0.10115931800100952,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"You need to empty your pockets,” the security guard said.",,0,0,0,0,0,15,15,15,,,,,,,,,,,1,0.11811784200835973,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"With a sinking feeling Sven realized the mistake he had made, as Isabel and the guard both looked at him expectantly.",,0,0,0,0,0,16,16,16,,,,,,,,,,,1,0.08475712791550905,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"He grabbed Isabel's hand as he reached into his pocket, deciding he would make the best of the situation.",,0,0,0,0,0,17,17,17,,,,,,,,,,,1,0.11848581000231206,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"He got down on one knee and, giggling slightly at her confused look, said, "Isabel, this isn't quite how I'd planned this, but - will you marry me?"",,0,0,0,0,0,18,18,18,,,,,,,,,,,1,0.06779011304024607,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,The security guard gasped.,,0,0,0,0,0,19,19,19,,,,,,,,,,,1,0.11798027309123427,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0, All the people who were putting their shoes back on and gathering their belongings stopped what they were doing and walked closer to the couple.,,0,0,0,0,0,20,20,20,,,,,,,,,,,1,0.085701460018754,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0," Isabel was astonished, and far too shy to respond in front of the backup of passengers waiting behind them.",,0,0,0,0,0,21,21,21,,,,,,,,,,,1,0.1183247739681974,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"She attempted to stammer a response as she frantically grabbed her and Sven’s shoes, leaving Sven to retrieve their bags.",,0,0,0,0,0,22,22,22,,,,,,,,,,,1,0.10113927198108286,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"She fled onto the concourse with Sven trying to catch up behind her, both of them slipping in their socked feet.",,0,0,0,0,0,23,23,23,,,,,,,,,,,1,0.10155421996023506,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Everyone in the terminal was looking at them with confusion as Sven finally caught up to her, holding the bags in one hand and the open ring box in the other.",,0,0,0,0,0,24,24,24,,,,,,,,,,,1,0.08507004007697105,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"“Well, Isabel?”",,0,0,0,0,0,25,25,25,,,,,,,,,,,1,0.10204187605995685,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"He watched her face as she turned, trying to read her expression.",,0,0,0,0,0,26,26,26,,,,,,,,,,,1,0.11780931102111936,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Her eyes were wide, but she was smiling as she hyperventilated. ",,0,0,0,0,0,27,27,27,,,,,,,,,,,1,0.100571418995969,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"“Of course yes, Sven, yes!” ",,0,0,0,0,0,28,28,28,,,,,,,,,,,1,0.136140292044729,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"They dropped their belongings and hugged, and Sven slipped the ring onto Isabel’s finger. ",,0,0,0,0,0,29,29,29,,,,,,,,,,,1,0.10143001610413194,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0," After getting their shoes back on, they practically skipped to the gate, filled with joy.",,0,0,0,0,0,30,30,30,,,,,,,,,,,1,0.2849072170211002,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,Sven high-fived a confused shoe-shine attendant as they passed.,,0,0,0,0,0,31,31,31,,,,,,,,,,,1,0.11848532094154507,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"They sat down outside their gate, having actually made good time, until the attendant called for passengers.",,0,0,0,0,0,32,32,32,,,,,,,,,,,1,0.11757260898593813,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"They boarded, sitting together in first class, and had a glass of champagne to celebrate the departure into their new life together.",,0,0,0,0,0,33,33,33,,,,,,,,,,,1,0.118556335917674,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Some of their neighboring passengers who had witnessed the proposal congratulated them, and a woman next to them showed them that she had been live-tweeting the whole event and that it was already going viral online.",,0,0,0,0,0,34,34,34,,,,,,,,,,,1,0.0874056089669466,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,"Isabel slid down in her seat with her hands over her face, both embarrassed and overjoyed at the same time.
",,0,0,0,0,0,35,35,35,,,,,,,,,,,1,0.18490535102318972,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,,space,0.8194304249482229,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,,space,0.318582133972086,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,,space,0.41859832499176264,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,,space,0.5514675610465929,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,,space,1.768269420019351,',001,2019_Jan_18_1440,body_behavioural,59.874969794973694,
