trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[42 23 44 21 12 14 33 31 13 34 41 32 43 11 22 24],"['Location' 'Social' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Social' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Social' 'Location']",[13 34 41 32 43 11 22 24],"['Social' 'Social' 'Social' 'Location' 'Location' 'Location' 'Social'
 'Location']",space,0.4716419299948029,space,0.5696616859640926,,,,,,,
