instruct_text,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,1.2784464349970222,,,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",0,0,0,0,,,space,2.1863611779990606,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
There are 4 parts of the experiment. ,0,1,1,1,,,space,1.0005637209978886,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
1,0,2,2,2,,,space,0.48616337904240936,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",0,3,3,3,,,space,1.0365857380093075,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",0,4,4,4,,,space,0.5701116879936308,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
"In this first part of the experiment, you'll learn 4 questions associated with each perspective that you'll use when reading the stories with that particular perspective. ",0,5,5,5,,,space,0.3030257460195571,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
The 4 questions for each perspective are learned with quizzes. ,0,6,6,6,,,space,0.3021653619944118,',001,2019_Jun_12_1048,part1_subjective_segmentation,3.0.4,60.031214442525496,
