trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,frameRate,
,,,,,,,,,[41 23 31 13 14 32 42 24 43 22 21 44 11 33 34 12],"['Social' 'Location' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Social' 'Social' 'Location' 'Location' 'Social' 'Location'
 'Social' 'Location']",[43 22 21 44 11 33 34 12],"['Social' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Location']",space,4.840127191000647,space,0.5014203130012902,,,,,,
