count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,from whom,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,0,0,0,0,[32 43 23 34 31 11 42 22],"['Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location']",02202020,space,0.335437704983633,space,0.5185642279975582,space,0.7188210859894753,',001,2019_Feb_26_1057,body_behavioural,60.040479648535765,
