trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order of stories,order of perspectives,participant,session,date,expName,frameRate,
,,,,,[24 32 12 44 33 21 41 13 42 14 11 31 34 23 22 43],"['Location' 'Location' 'Social' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Social' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location' 'Location']",,,,,,
