trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instruct_text,key_resp_9.keys,key_resp_9.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.42164660198614,',001,2019_Jun_11_1214,part1_subjective_segmentation,3.0.4,60.148328181118316,
