count,storyText,locationEvent,socialEvent,story,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,0,0,0,0,0,0,0,0,,,,,[43 12 33 22 34 11 21 44 24 23 14 31 41 32 13 42],"['Location' 'Social' 'Social' 'Location' 'Location' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Social']",[24 23 14 31 41 32 13 42],"['Location' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Social']",space,0.3879430580418557,space,1.0692206079838797,space,2.169220519019291,,',001,2019_Jun_13_1205,body_behavioural,3.0.4,60.000127314394405,
0,"Carina and Simon, both distracted in thought, nearly ran into each other as they walked into the grocery store. ",1,1,43.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,None,',001,2019_Jun_13_1205,body_behavioural,3.0.4,60.000127314394405,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_13_1205,body_behavioural,3.0.4,60.000127314394405,
