3.5318 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
4.2067 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1244badd8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12426f898>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([5120, 2880]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.2068 	EXP 	window1: recordFrameIntervals = False
4.3722 	EXP 	window1: recordFrameIntervals = True
4.5559 	EXP 	window1: recordFrameIntervals = False
4.6231 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
4.6249 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), size=array([0.5, 0.5]), texRes=128, units='norm', win=Window(...))
4.6286 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
4.6368 	EXP 	Imported count.xlsx as conditions, 16 conditions, 1 params
4.6371 	EXP 	Created sequence: sequential, trialTypes=16, nReps=1, seed=None
4.6373 	EXP 	New trial (rep=0, index=0): OrderedDict([('count', 0)])
4.8364 	EXP 	text_4: text = 'Restaurant Critic'
4.8364 	EXP 	image: image = 'cloisters.jpg'
4.8364 	EXP 	text_4: autoDraw = True
4.8364 	EXP 	image: autoDraw = True
5.1755 	DATA 	Keypress: space
5.1891 	EXP 	text_4: autoDraw = False
5.1891 	EXP 	image: autoDraw = False
5.1891 	EXP 	text: text = 'Restaurant Breakup'
5.1891 	EXP 	text: autoDraw = True
5.5583 	DATA 	Keypress: space
5.5591 	EXP 	New trial (rep=0, index=1): OrderedDict([('count', 1)])
5.5894 	EXP 	text: autoDraw = False
5.5894 	EXP 	text_4: text = 'Wedding Planner'
5.5894 	EXP 	image: image = 'leonardo.jpg'
5.5894 	EXP 	text_4: autoDraw = True
5.5894 	EXP 	image: autoDraw = True
5.7572 	DATA 	Keypress: space
5.7731 	EXP 	text_4: autoDraw = False
5.7731 	EXP 	image: autoDraw = False
5.7731 	EXP 	text: text = 'Restaurant Proposal'
5.7731 	EXP 	text: autoDraw = True
5.9411 	DATA 	Keypress: space
5.9418 	EXP 	New trial (rep=0, index=2): OrderedDict([('count', 2)])
6.0903 	EXP 	text: autoDraw = False
6.0903 	EXP 	text_4: text = 'Grocery Store Customer Experience Manager'
6.0903 	EXP 	image: image = 'cloisters.jpg'
6.0903 	EXP 	text_4: autoDraw = True
6.0903 	EXP 	image: autoDraw = True
6.3239 	DATA 	Keypress: space
6.3397 	EXP 	text_4: autoDraw = False
6.3397 	EXP 	image: autoDraw = False
6.3397 	EXP 	text: text = 'Grocery Shopping- Proposal'
6.3397 	EXP 	text: autoDraw = True
6.5413 	DATA 	Keypress: space
6.5420 	EXP 	New trial (rep=0, index=3): OrderedDict([('count', 3)])
6.6875 	EXP 	text: autoDraw = False
6.6875 	EXP 	text_4: text = 'Airport Customer Experience Manager'
6.6875 	EXP 	image: image = 'cloisters.jpg'
6.6875 	EXP 	text_4: autoDraw = True
6.6875 	EXP 	image: autoDraw = True
7.3907 	DATA 	Keypress: space
7.4064 	EXP 	text_4: autoDraw = False
7.4064 	EXP 	image: autoDraw = False
7.4064 	EXP 	text: text = 'Airport Business Deal'
7.4064 	EXP 	text: autoDraw = True
7.8913 	DATA 	Keypress: space
7.8919 	EXP 	New trial (rep=0, index=4): OrderedDict([('count', 4)])
7.9228 	EXP 	text: autoDraw = False
7.9228 	EXP 	text_4: text = 'Couples Therapist'
7.9228 	EXP 	image: image = 'leonardo.jpg'
7.9228 	EXP 	text_4: autoDraw = True
7.9228 	EXP 	image: autoDraw = True
8.2913 	DATA 	Keypress: space
8.3062 	EXP 	text_4: autoDraw = False
8.3062 	EXP 	image: autoDraw = False
8.3062 	EXP 	text: text = 'Grocery Shopping- Break up'
8.3062 	EXP 	text: autoDraw = True
8.6243 	DATA 	Keypress: space
8.6251 	EXP 	New trial (rep=0, index=5): OrderedDict([('count', 5)])
8.7569 	EXP 	text: autoDraw = False
8.7569 	EXP 	text_4: text = 'Dean of Academic Studies'
8.7569 	EXP 	image: image = 'cloisters.jpg'
8.7569 	EXP 	text_4: autoDraw = True
8.7569 	EXP 	image: autoDraw = True
9.0588 	DATA 	Keypress: space
9.0744 	EXP 	text_4: autoDraw = False
9.0744 	EXP 	image: autoDraw = False
9.0744 	EXP 	text: text = 'Attending a Lecture-Meet Cute'
9.0744 	EXP 	text: autoDraw = True
9.6762 	DATA 	Keypress: escape
9.9496 	EXP 	window1: mouseVisible = True
