instruct_text,this_pic,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,0,0,0,0,space,1.4554071870006737,',001,2019_Feb_14_1641,part1_subjective_segmentation,3.0.3,60.157908976763856,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,0,1,1,1,space,2.386550070001249,',001,2019_Feb_14_1641,part1_subjective_segmentation,3.0.3,60.157908976763856,
"First, you’ll be introduced to perspectives of 8 different jobs. ",instructions_photos/i1.png,0,2,2,2,space,1.8859022920005373,',001,2019_Feb_14_1641,part1_subjective_segmentation,3.0.3,60.157908976763856,
