count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,[44 41 34 22 13 31 23 12 32 33 21 24 14 43 11 42],"['Location' 'Social' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Location']",space,0.8725453129736707,space,1.3023795899935067,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
1,0,1,1,1,,,space,0.5000359440455213,space,0.3513894439674914,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
2,0,2,2,2,,,space,0.3181647270685062,space,0.3012209900189191,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
3,0,3,3,3,,,space,0.3193707170430571,space,0.3188810780411586,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
4,0,4,4,4,,,space,0.3509744240436703,space,0.31925368297379464,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
5,0,5,5,5,,,space,0.3330357529921457,space,0.3183797539677471,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
6,0,6,6,6,,,space,0.3352076639421284,space,0.3184524569660425,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
7,0,7,7,7,,,space,0.35245964594651014,space,0.30150216701440513,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
8,0,8,8,8,,,space,0.3520298460498452,space,0.35167434089817107,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
9,0,9,9,9,,,space,0.3182483760174364,space,0.2857006679987535,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
10,0,10,10,10,,,space,0.2857745449291542,space,0.5011980790877715,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
11,0,11,11,11,,,space,0.41785686498042196,space,0.30075937602669,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
12,0,12,12,12,,,space,0.3509525080444291,space,0.3017130980733782,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
13,0,13,13,13,,,space,0.3845157870091498,space,0.3193242229754105,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
14,0,14,14,14,,,space,0.4017540320055559,space,0.3350684840697795,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
15,0,15,15,15,,,space,0.4018761060433462,space,0.36660240998025984,1,001,2019_Jan_02_1349,body_updated,59.99339710018373,
