trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order,resp.keys,resp.rt,participant,session,date,expName,frameRate,
,,,,,[42 11 32 21 43 14 33 24 41 12 31 22 44 13 34 23],s,3.0378461639629677,,001,2018_Dec_11_1519,body,60.00567113794716,
