trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order,resp.keys,resp.rt,participant,session,date,expName,frameRate,
,,,,,[42 33 12 23 44 31 14 21 43 32 13 22 41 34 11 24],space,0.502804660005495,,001,2018_Dec_11_1537,body,59.88320892319533,
