count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,32,,0,0,0,0,0,0,0,0,,,,,,,,,[32 34 43 41 23 14 12 21 31 13 22 24 33 11 42 44],"['Location' 'Social' 'Location' 'Social' 'Social' 'Location' 'Social'
 'Location' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Location' 'Social']",1,1.801191073958762,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
0,Airport Business Deal,,0,0,0,0,0,1,1,1,,,,,,,,,,,9,1.1347399249207228,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
1,34,,0,1,1,1,0,0,0,0,,,,,,,,,,,1,0.5689744229894131,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
1,Attending a Lecture Business Deal,,0,1,1,1,0,1,1,1,,,,,,,,,,,9,0.08506724296603352,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
,,The next part of the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,,space,0.4852089890046045,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,,space,0.35166998696513474,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,,space,0.3180084410123527,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,,space,0.3181907560210675,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,,space,0.5348055009962991,,001,2019_Jan_15_1144,body_behavioural,60.24323640878814,
