trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,frameRate,
,,,,,,,,,[41 33 21 24 12 13 32 44 14 43 23 34 31 11 42 22],"['Social' 'Location' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Location']",[14 43 23 34 31 11 42 22],"['Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location']",space,0.6031704529996205,,,,,,
