trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[13 21 24 12 31 43 42 34 23 32 14 44 33 22 11 41],"['Location' 'Location' 'Social' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Location' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Social']",[23 32 14 44 33 22 11 41],"['Location' 'Location' 'Social' 'Location' 'Social' 'Social' 'Location'
 'Social']",space,0.2873809679877013,space,0.38573493796866387,,,,,,,
