instruct_text,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.639643509988673,,,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",0,0,0,0,,,space,0.8693141739931889,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
There are 4 parts of the experiment. ,0,1,1,1,,,space,1.102903500024695,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
1,0,2,2,2,,,space,1.151908140978776,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",0,3,3,3,,,space,1.7031954200356267,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",0,4,4,4,,,space,2.0675283599994145,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
"In this first part of the experiment, you'll learn 4 questions associated with each perspective that you'll use when reading the stories with that particular perspective. ",0,5,5,5,,,space,7.136455981002655,',001,2019_Jun_11_1154,part1_subjective_segmentation,3.0.4,59.761880570565836,
