count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,0,0,0,0,0,0,0,0,,,,,[33 22 42 13 21 34 41 14 24 11 12 32 31 43 23 44],"['Location' 'Social' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Social' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location' 'Location']",[24 11 12 32 31 43 23 44],"['Social' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Location']",space,0.3049396600000023,space,0.36968320199997606,space,0.4695541570000046,,,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"Ms. Bianchi and Ms. Morrison walked into the grocery store at the same time, and, after a moment of mutual recognition, greeted each other and shook hands.",1,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,1,0.9531762399999479,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"“Thank you again for inviting me here to discuss my business proposal,” said Ms. Bianchi, “And it’s a pleasure to be out of the office.” ",1,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,1,0.33637290000001485,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"As a salesperson for an Italian cheese company that was trying to expand its outreach to more mainstream grocery stores, this meeting could be a big break for her.",1,1,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,9,0.019645986999989873,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"Her sales target, Ms. Morrison,  who had a reputation for being a bit quirky, was a corporate buyer for a large chain grocery store. ",1,1,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,1,0.06945713999999725,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"She was known for doing things unconventionally: for example, she said that she liked to make deals with suppliers in the place where the products were sold- “to keep their minds focused on what’s important.” ",1,1,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,9,0.019612044999973932,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"They chatted a little in the front of the grocery store, which was surrounded by pumpkins and halloween decorations set up in special displays for the holiday season.",1,1,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,1,0.036049501999968925,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,"Ms. Bianchi and Ms. Morrison walked to the cheese section, and Ms. Morrison picked up a block of parmesan.",2,1,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,9,0.0529270170000018,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,“We have quite a selection here.,2,1,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,1,0.06997770499998524,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
0,I don’t know that it needs an additional section for more gourmet cheeses.” ,2,1,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,9,0.06963874699999906,999,001,2019_Feb_25_1625,body_behavioural,3.0.4,59.98410541174816,
