count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[41 32 24 12 21 13 44 33 11 42 34 43 31 23 22 14],"['Social' 'Social' 'Social' 'Location' 'Location' 'Social' 'Location'
 'Location' 'Social' 'Location' 'Social' 'Social' 'Location' 'Location'
 'Social' 'Location']",[11 42 34 43 31 23 22 14],"['Social' 'Location' 'Social' 'Social' 'Location' 'Location' 'Social'
 'Location']",space,0.7252440129996103,space,0.669750090000889,space,0.9029746570013231,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,"James noticed Teresa immediately as she walked into the restaurant - or, more accurately as she attempted to walk into the restaurant. ",1.0,1.0,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6697156349982833,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,"She was typing intently on her phone and ran straight into the diner's clear, glass door with an echoing thud. ",1.0,1.0,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.253075844997511,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,Everyone waiting around the cash register turned to see if she was okay.,1.0,1.0,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1193327680011862,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,Teresa rubbed her head.,1.0,1.0,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10262136299934355,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,"While being both confused and unembarrassed, she looked mostly indignant that the door had been in her way. ",None,None,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10293064000143204,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,James found this quite charming and stole a couple glances at her until she noticed and wrinkled her eyebrows at him in suspicion. ,1.0,1.0,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069262577999325,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,"The restaurant they were in was a cabin-themed diner with wooden booths and bar, walls covered in plaid blankets, and antler decorations. ",1.0,1.0,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08624701000007917,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,The waiter saw that James and Teresa were both alone and motioned to both of them. ,1.0,1.0,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2199009930009197,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
0,“Right this way.,2.0,1.0,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11771153500012588,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1238,body_behavioural,3.0.3,59.97551799347096,
