instruct_text,this_pic,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,0,0,0,0,space,0.5483745000001363,',001,2019_Feb_14_1621,part1_subjective_segmentation,3.0.3,59.92830058205643,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,0,1,1,1,space,2.120065887000237,',001,2019_Feb_14_1621,part1_subjective_segmentation,3.0.3,59.92830058205643,
"First, you’ll be introduced to perspectives of 8 different jobs. ",instructions_photos/i1.png,0,2,2,2,space,2.0694486319989664,',001,2019_Feb_14_1621,part1_subjective_segmentation,3.0.3,59.92830058205643,
"For example, you may be asked to read a story in a restaurant and you’ll be asked to view the story as a Restaurant Critic. ",jobphotos/restaurant_critic.jpg,0,3,3,3,space,0.503165373000229,',001,2019_Feb_14_1621,part1_subjective_segmentation,3.0.3,59.92830058205643,
