order of stories,order of perspectives,participant,session,date,expName,frameRate,
[21 34 13 42 31 43 24 12 41 11 32 22 23 44 14 33],"['Social' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Location' 'Location' 'Social' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Location']",,,,,,
