trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,storyText,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,[22 23 14 43 31 42 11 34 13 32 21 44 12 33 41 24],"['Social' 'Location' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Location' 'Location' 'Location' 'Location' 'Social' 'Social'
 'Social' 'Social']",space,0.5718034380115569,,,,,,
