count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,Mr. Gordon was the CEO of a smaller but technologically-advanced company that was projected to disrupt the airplane manufacturing market. ,1,1,None,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.683724819973577,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"They chose to meet at an old steakhouse with dark wood paneling on the floor and ceilings, taxidermy animals on the walls, and a candelabra on every table.",1,1,None,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.636710365011822,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,The waitress seated them at their table in the back. ,2,1,None,,,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4034539690474048,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"She brought out the menus, and they briefly chatted about personal happenings. ",2,1,None,,,,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.1842223669518717,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"Mr. Gordon took out a picture of his daughter and talked about her recent engagement, and Mr. Gordon mentioned his purchase of a Tesla. ",2,1,None,,,,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.283707124995999,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,They also looked over the menus which were heavy and covered in felt.,2,1,None,,,,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.086369240016211,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,Flipping to the back of the menu brought one to a lengthy drink selection.,2,1,None,,,,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.9866888649994507,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,Mr. Shelton got serious and brought the conversation around to business.,2,2,None,,,,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.9366450469824485,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"“Mr. Gordon, we really admire what you’re doing at your company.",2,2,None,,,,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.586285842000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,We think it’s genius; we want to support your vision and make this tiny company of yours internationally known.,2,2,None,,,,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.970098957011942,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"But honestly, your company doesn’t have the resources to reach international markets right now.",2,2,None,,,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.486864389968105,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"Maybe in a few years you could, but by that time, other companies may have already filled your niche.",2,2,None,,,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.9365936869871803,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,I think we should join forces.”,2,2,None,,,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.486886452010367,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,The waitress arrived and asked if they were ready to order.,3,2,None,,,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.434304755006451,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"Mr. Gordon chose the medium-rare steak and a martini, and Mr. Shelton ordered the veal and a manhattan. ",3,2,None,,,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.8696320679737255,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"Then Mr. Shelton continued, “Look, I’ve talked to other members of the board, and we are prepared to offer $600 million to buy your company. ",3,2,None,,,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.703266180003993,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"We'd keep on all of your current employees, and you would join as the director of your company branch.” ",3,2,None,,,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.78715186502086,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"Mr. Gordon looked at Mr. Shelton skeptically for a few moments considering his response until he said, “Mr. Shelton, I think that you make a compelling offer, but there are definitely some disadvantages to attaching our small, streamlined productions to a large company like yours.",3,3,None,,,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.6031311699771322,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"We operate in a very different way than a large company, and the kind of administrative complexity that makes the scale of your productions possible would suffocate our business.",3,3,None,,,,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3365930770523846,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
1,"With our product, scaling-up doesn’t necessarily make sense.” ",3,3,None,,,,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6033881500479765,,,,,,,,,,,,,,,,,,,,,,,,,,,,062819_p1,001,2019_Jun_28_1218,body_behavioural,3.0.4,59.996883176600896,
