instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,text_53.started,text_53.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
,9,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,1541.6483042999998,None,space,0.8063459969998803,1541.6483042999998,None,1541.6483042999998,None,1541.6483042999998,None,1542.4994139780001,None,1542.4994139780001,None,"Don't remember, economy maybe",11 months,"[1, 2]",1543.6996273670002,None,1543.6996273670002,None,1543.6996273670002,None,1543.6996273670002,None,1543.6996273670002,None,1543.6996273670002,None,1543.6996273670002,None,Either four or five red ... maybe ... diamonds as she is avant garde,1568.6489451630005,None,1568.6489451630005,None,1568.6489451630005,None,1568.6489451630005,None,1568.6489451630005,None,1568.6489451630005,None,1568.6489451630005,None,Can't remember,1608.0147164520004,None,1608.0147164520004,None,1608.0147164520004,None,1608.0147164520004,None,1608.0147164520004,None,1608.0147164520004,None,1608.0147164520004,None,Her best friend,1639.6982567799996,None,1639.6982567799996,None,1639.6982567799996,None,1639.6982567799996,None,1639.6982567799996,None,1639.6982567799996,None,1639.6982567799996,None,Not a lot ,1643.3648185829998,None,1643.3648185829998,None,1643.3648185829998,None,1643.3648185829998,None,1643.3648185829998,None,1643.3648185829998,None,1643.3648185829998,None,He had the ring in his pocket and the security guy asked him to empty his pockets,1650.2981701959998,None,1650.2981701959998,None,1650.2981701959998,None,1650.2981701959998,None,1650.2981701959998,None,1650.2981701959998,None,1650.2981701959998,None,Don't remember,1737.9463754890003,None,1737.9463754890003,None,1737.9463754890003,None,1737.9463754890003,None,1737.9463754890003,None,1737.9463754890003,None,1737.9463754890003,None,"Don't remember, economy maybe",1741.264083307,None,1741.264083307,None,1741.264083307,None,1741.264083307,None,1741.264083307,None,1741.264083307,None,1741.264083307,None,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,9,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,10,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,1750.330100321,None,space,0.8367781870001636,1750.330100321,None,1750.330100321,None,1750.330100321,None,1751.2131572750004,None,1751.2131572750004,None,Handshake,"Posh, upscale","[2, 1]",1752.196745098,None,1752.196745098,None,1752.196745098,None,1752.196745098,None,1752.196745098,None,1752.196745098,None,1752.196745098,None,"Fancy, heavy, felt covered",1757.0801168070002,None,1757.0801168070002,None,1757.0801168070002,None,1757.0801168070002,None,1757.0801168070002,None,1757.0801168070002,None,1757.0801168070002,None,One orders steak and an alcholic drink and the other orders veal and an alcholic drink,1770.0126808160003,None,1770.0126808160003,None,1770.0126808160003,None,1770.0126808160003,None,1770.0126808160003,None,1770.0126808160003,None,1770.0126808160003,None,"Overcooked and maybe a bit bland, so the answer is that they didn't really like it",1788.4956588349996,None,1788.4956588349996,None,1788.4956588349996,None,1788.4956588349996,None,1788.4956588349996,None,1788.4956588349996,None,1788.4956588349996,None,Big fancy finance titles. ,1810.7969433170001,None,1810.7969433170001,None,1810.7969433170001,None,1810.7969433170001,None,1810.7969433170001,None,1810.7969433170001,None,1810.7969433170001,None,"A lot, 10,000 at least",1822.4951596700002,None,1822.4951596700002,None,1822.4951596700002,None,1822.4951596700002,None,1822.4951596700002,None,1822.4951596700002,None,1822.4951596700002,None,Don't knpw,1830.5957423170003,None,1830.5957423170003,None,1830.5957423170003,None,1830.5957423170003,None,1830.5957423170003,None,1830.5957423170003,None,1830.5957423170003,None,Handshake,1836.6958935720004,None,1836.6958935720004,None,1836.6958935720004,None,1836.6958935720004,None,1836.6958935720004,None,1836.6958935720004,None,1836.6958935720004,None,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,10,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,11,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,12,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,13,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,1840.778969076,None,space,0.884592123999937,1840.778969076,None,1840.778969076,None,1840.778969076,None,1841.7116908320004,None,1841.7116908320004,None,About 23$ and one of the ladies paid by a check which impressed the other.,Don't remember but pretty fancy ,"[1, 2]",1842.6291292200003,None,1842.6291292200003,None,1842.6291292200003,None,1842.6291292200003,None,1842.6291292200003,None,1842.6291292200003,None,1842.6291292200003,None,"A lot, but don't remember",1855.1281796829999,None,1855.1281796829999,None,1855.1281796829999,None,1855.1281796829999,None,1855.1281796829999,None,1855.1281796829999,None,1855.1281796829999,None,Don't remember,1864.5785211809998,None,1864.5785211809998,None,1864.5785211809998,None,1864.5785211809998,None,1864.5785211809998,None,1864.5785211809998,None,1864.5785211809998,None,"Handshake, maybe ...",1867.5452182110002,None,1867.5452182110002,None,1867.5452182110002,None,1867.5452182110002,None,1867.5452182110002,None,1867.5452182110002,None,1867.5452182110002,None,"Industrial, warehouse feel",1875.744656066,None,1875.744656066,None,1875.744656066,None,1875.744656066,None,1875.744656066,None,1875.744656066,None,1875.744656066,None,"Crackers for sure and something else, maybe a bubbly or something. can't remember if one of them bought cheese or not.",1882.4281229280004,None,1882.4281229280004,None,1882.4281229280004,None,1882.4281229280004,None,1882.4281229280004,None,1882.4281229280004,None,1882.4281229280004,None,Very busy day actually. but forget the quantity or which lane.,1906.9111030599997,None,1906.9111030599997,None,1906.9111030599997,None,1906.9111030599997,None,1906.9111030599997,None,1906.9111030599997,None,1906.9111030599997,None,About 23$ and one of the ladies paid by a check which impressed the other.,1929.7273210889998,None,1929.7273210889998,None,1929.7273210889998,None,1929.7273210889998,None,1929.7273210889998,None,1929.7273210889998,None,1929.7273210889998,None,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,13,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,14,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,1952.1268191199997,None,space,0.6121175400003267,1952.1268191199997,None,1952.1268191199997,None,1952.1268191199997,None,1952.7775335389997,None,1952.7775335389997,None,Anna has to go ,Not a lot,"[2, 1]",1953.6282316180004,None,1953.6282316180004,None,1953.6282316180004,None,1953.6282316180004,None,1953.6282316180004,None,1953.6282316180004,None,1953.6282316180004,None,Don't remember,1994.0106364120002,None,1994.0106364120002,None,1994.0106364120002,None,1994.0106364120002,None,1994.0106364120002,None,1994.0106364120002,None,1994.0106364120002,None,Anna's gate,2001.926692905,None,2001.926692905,None,2001.926692905,None,2001.926692905,None,2001.926692905,None,2001.926692905,None,2001.926692905,None,"Anna gets on the flight, not david",2007.32608455,None,2007.32608455,None,2007.32608455,None,2007.32608455,None,2007.32608455,None,2007.32608455,None,2007.32608455,None,Can't recall,2013.4601247319997,None,2013.4601247319997,None,2013.4601247319997,None,2013.4601247319997,None,2013.4601247319997,None,2013.4601247319997,None,2013.4601247319997,None,Can't recall either,2020.192562067,None,2020.192562067,None,2020.192562067,None,2020.192562067,None,2020.192562067,None,2020.192562067,None,2020.192562067,None,"For a date, and it will be when one of them returns.",2031.7435366560003,None,2031.7435366560003,None,2031.7435366560003,None,2031.7435366560003,None,2031.7435366560003,None,2031.7435366560003,None,2031.7435366560003,None,Anna has to go ,2062.059185397,None,2062.059185397,None,2062.059185397,None,2062.059185397,None,2062.059185397,None,2062.059185397,None,2062.059185397,None,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,14,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,15,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,2069.057992111,None,space,0.6280336210002133,2069.057992111,None,2069.057992111,None,2069.057992111,None,2069.725893664,None,2069.725893664,None,Sister,"Princeton, one of the fanciest or largest ones","[2, 1]",2070.7765730439996,None,2070.7765730439996,None,2070.7765730439996,None,2070.7765730439996,None,2070.7765730439996,None,2070.7765730439996,None,2070.7765730439996,None,"Chemistry, ions",2094.309195308,None,2094.309195308,None,2094.309195308,None,2094.309195308,None,2094.309195308,None,2094.309195308,None,2094.309195308,None,Ions and protons,2097.7412839770004,None,2097.7412839770004,None,2097.7412839770004,None,2097.7412839770004,None,2097.7412839770004,None,2097.7412839770004,None,2097.7412839770004,None,Don't remember,2103.6581204490003,None,2103.6581204490003,None,2103.6581204490003,None,2103.6581204490003,None,2103.6581204490003,None,2103.6581204490003,None,2103.6581204490003,None,Three years since freshman year,2108.3916560730004,None,2108.3916560730004,None,2108.3916560730004,None,2108.3916560730004,None,2108.3916560730004,None,2108.3916560730004,None,2108.3916560730004,None,Don't remember,2115.2588592740003,None,2115.2588592740003,None,2115.2588592740003,None,2115.2588592740003,None,2115.2588592740003,None,2115.2588592740003,None,2115.2588592740003,None,Notebook or notecard ...,2119.3086720660003,None,2119.3086720660003,None,2119.3086720660003,None,2119.3086720660003,None,2119.3086720660003,None,2119.3086720660003,None,2119.3086720660003,None,Sister,2127.308687029,None,2127.308687029,None,2127.308687029,None,2127.308687029,None,2127.308687029,None,2127.308687029,None,2127.308687029,None,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,15,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.6745961220004,None,022420,0,1,0,2,0,4,2020_Feb_24_1652,short_answer,3.2.4,59.85067436309059,
