count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,key_resp_16.keys,key_resp_16.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/34/34_24.aiff,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0198398680004175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
0,parcelated_audio/34/34_25.aiff,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.4199211880004441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
0,parcelated_audio/34/34_26.aiff,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.23660144099994795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
0,parcelated_audio/34/34_27.aiff,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5527494140005729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7862457530000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.386965140000029,space,1.3194762920002177,space,0.8364999499999612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_1.aiff,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1532548380000662,space,3.570697432000088,9,1.2201098420000562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_2.aiff,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.3363101659997483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_3.aiff,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.319935782000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_4.aiff,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4867347700001119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_5.aiff,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.2007963850001033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_6.aiff,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.30301468899961037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_7.aiff,,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.2533139979996122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_8.aiff,,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.26900140100042336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_9.aiff,,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7865015269999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_10.aiff,,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5366525199997341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_11.aiff,,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.5032697599999665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_12.aiff,,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8367212920002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_13.aiff,,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.35308643200005463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
