count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,text_24.started,text_24.stopped,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall,text_9.started,text_9.stopped,text_10.started,text_10.stopped,image_4.started,image_4.stopped,polygon.started,polygon.stopped,bottom_line.started,bottom_line.stopped,right_line_2.started,right_line_2.stopped,left_line.started,left_line.stopped,text_48.started,text_48.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,[44 32 13 23 42 34 21 11 12 22 31 33 41 14 24 43],"['Location' 'Location' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Social' 'Social' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Social' 'Location']",[12 22 31 33 41 14 24 43],"['Social' 'Location' 'Location' 'Social' 'Social' 'Location' 'Social'
 'Location']",35.274585792999915,None,space,33.34027481300018,35.274585792999915,None,35.274585792999915,None,68.6449740569999,None,space,1.6818653130001167,68.6449740569999,None,70.43278355199982,None,70.43278355199982,None,70.43278355199982,None,71.77357786799985,None,space,2.985162432999914,71.77357786799985,None,74.92393786299999,None,74.92393786299999,None,74.92393786299999,None,74.92393786299999,None,74.92393786299999,None,74.92393786299999,None,74.92393786299999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_1.ogg,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4105123349998,None,94.4105123349998,None,94.4105123349998,None,,,,,,,,,,,,,,,,,,,,,91.88546501699989,None,space,2.4853693590000603,91.88546501699989,None,95.5278924879999,None,space,1.7389454290000685,95.5278924879999,None,9,11.32419849300004,105.631764299,None,105.631764299,None,105.631764299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_2.ogg,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7726484510001228,126.18258160699997,None,126.18258160699997,None,126.18258160699997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_3.ogg,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0810022690000096,133.48400049299994,None,133.48400049299994,None,133.48400049299994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_4.ogg,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9807353149999471,139.72035950699978,None,139.72035950699978,None,139.72035950699978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_5.ogg,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5934300789999725,147.01967017799984,None,147.01967017799984,None,147.01967017799984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_6.ogg,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.541966979000108,154.65513558099997,None,154.65513558099997,None,154.65513558099997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_7.ogg,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9553463749998627,162.30599477299984,None,162.30599477299984,None,162.30599477299984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_8.ogg,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.2095373320000817,167.59079073399994,None,167.59079073399994,None,167.59079073399994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
0,parcelated_audio/44/44_9.ogg,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3695672609999292,172.5594150039999,None,172.5594150039999,None,172.5594150039999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101719_p1,001,2019_Oct_17_1158,body_behavioural,3.2.2,60.15229502422574,
