count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,text_24.started,text_24.stopped,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall,text_9.started,text_9.stopped,text_10.started,text_10.stopped,image_4.started,image_4.stopped,polygon.started,polygon.stopped,bottom_line.started,bottom_line.stopped,right_line_2.started,right_line_2.stopped,left_line.started,left_line.stopped,text_48.started,text_48.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,[32 23 14 11 41 44 22 33 24 13 43 34 12 21 42 31],"['Location' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Location' 'Social']",[24 13 43 34 12 21 42 31],"['Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Social']",19.08357082299699,None,space,53.179339446000085,19.08357082299699,None,19.08357082299699,None,72.30945624599917,None,space,4.161159059000056,72.30945624599917,None,76.59346872599781,None,76.59346872599781,None,76.59346872599781,None,78.77228410099997,None,space,3.466192810999928,78.77228410099997,None,82.40635172899783,None,82.40635172899783,None,82.40635172899783,None,82.40635172899783,None,82.40635172899783,None,82.40635172899783,None,82.40635172899783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_1.ogg,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,115.86193801499758,None,115.86193801499758,None,115.86193801499758,None,,,,,,,,,,,,,,,,,,,,,114.05311780099873,None,space,1.7679206250031712,114.05311780099873,None,118.2523537119996,None,space,5.341208756999549,118.2523537119996,None,9,2.6586233529997116,135.36779019299865,None,135.36779019299865,None,135.36779019299865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_2.ogg,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.879058155998791,146.4349096199985,None,146.4349096199985,None,146.4349096199985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_3.ogg,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.518618868001795,156.95238088899714,None,156.95238088899714,None,156.95238088899714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_4.ogg,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.881041564996849,166.2703406039982,None,166.2703406039982,None,166.2703406039982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_5.ogg,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.576577055999223,178.9389864069999,None,178.9389864069999,None,178.9389864069999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_6.ogg,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.350855496999429,198.09362261999922,None,198.09362261999922,None,198.09362261999922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_7.ogg,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.9485509769983764,207.92681601599907,None,207.92681601599907,None,207.92681601599907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_8.ogg,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5923773040012748,216.428101513,None,216.428101513,None,216.428101513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
0,parcelated_audio/32/32_9.ogg,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.379071466999449,228.79769667399887,None,228.79769667399887,None,228.79769667399887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100919_p1,001,2019_Oct_09_1237,body_behavioural,3.2.2,59.9425938164854,
