count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,key_resp_16.keys,key_resp_16.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,participant,session,date,expName,psychopyVersion,frameRate,
0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,[32 21 12 41 14 23 34 43 24 33 31 11 22 42 13 44],"['Social' 'Social' 'Location' 'Location' 'Social' 'Location' 'Location'
 'Social' 'Social' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location' 'Location']",[24 33 31 11 22 42 13 44],"['Social' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Location']",space,11.123405953999992,space,12.287166636999999,space,3.469357592999998,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_1.aiff,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,space,4.0534958329999995,space,3.9699671799999976,1,6.0695738530000085,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_2.aiff,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,3.086345253000019,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_3.aiff,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,9,9.337191975000025,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_4.aiff,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,3.9508459750000213,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_5.aiff,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,1,2.7369951550000167,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_6.aiff,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,1,0.6365679700000157,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_7.aiff,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,9,7.0370713289999856,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_8.aiff,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,9,3.136966387000001,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
0,parcelated_audio/32/32_9.aiff,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,1,1.3865866630000028,,,,,,,,,,,082819_p1,001,2019_Aug_28_1240,body_behavioural,3.0.4,59.95734322824446,
